Rank,StrategyAndRecommendation,Stockname,Ticker,Exchange,StopBuy,StopLoss,PositionSize,RiskModels,Target Price,Stock Current Prize,Pos. Probability Distribution,Original News
3.0,{'SimplePatternNewsStrategy': ['BUY', '2018-08-31 11:56:52.164331']},STROEER SE + CO. KGAA,SAX,,0,0,0,,72.0,0,0.89,29.08.2018 um 07:30, ANALYSE FLASH: HSBC hebt Str�er auf buy    72 �
3.0,{'SimplePatternNewsStrategy': ['BUY', '2018-08-31 11:56:52.164331']},United Technologies Corporation,UTX,,0,0,0,,56.0,132.59,0.89,29.08.2018 um 08:31, ANALYSE FLASH: Kepler Cheuvreux hebt United Internet auf buy    56 �
-3.0,{'SimplePatternNewsStrategy': ['SELL', '2018-08-31 11:56:52.164331']},China Television Company, Ltd.,9928,,0,0,0,,5.5,0,0.07,29.08.2018 um 08:46, ANALYSE FLASH: JPMorgan bel�sst Tele Columbus auf neutral    5.50 �
3.0,{'SimplePatternNewsStrategy': ['BUY', '2018-08-31 11:56:52.179955']},AROUNDTOWN,AT1,,0,0,0,,9.0,0,0.89,29.08.2018 um 09:33, ANALYSE FLASH: Deutsche Bank hebt  f�r Aroundtown auf 9 �   buy
-2.0,{'SimplePatternNewsStrategy': ['SELL', '2018-08-31 11:56:52.179955']},DEKASTRUKTUR: 3 WACHSTUM,DEDP,,0,0,0,,0,0,0.43,29.08.2018 um 09:35, LEG IM FOKUS: Immobilienkonzern setzt beim Wachstum auf Zuk�ufe
-2.0,{'SimplePatternNewsStrategy': ['SELL', '2018-08-31 11:56:52.179955']},AROUNDTOWN,AT1,,0,0,0,,8.2,0,0.43,29.08.2018 um 09:39, ANALYSE FLASH: Goldman bel�sst Aroundtown auf buy    8.20 �
-3.0,{'SimplePatternNewsStrategy': ['SELL', '2018-08-31 11:56:52.179955']},Pacer Benchmark Retail RE SCTR ETF,RTL,,0,0,0,,67.7,28.56,0.07,29.08.2018 um 09:47, ANALYSE FLASH: UBS bel�sst RTL auf neutral    67.70 �
-2.0,{'SimplePatternNewsStrategy': ['SELL', '2018-08-31 11:56:52.179955']},AROUNDTOWN,AT1,,0,0,0,,8.3,0,0.43,29.08.2018 um 09:48, ANALYSE FLASH: UBS bel�sst Aroundtown auf buy    8.30 �
3.0,{'SimplePatternNewsStrategy': ['BUY', '2018-08-31 11:56:52.179955']},CONTINENTAL,CONG-U,,0,0,0,,205.0,0,0.89,29.08.2018 um 12:02, ANALYSE FLASH: Metzler hebt Continental AG auf buy    runter auf 205 �
-2.0,{'SimplePatternNewsStrategy': ['SELL', '2018-08-31 11:56:52.179955']},Amazon.com, Inc.,AMZN,,0,0,0,,2500.0,2002.38,0.43,29.08.2018 um 14:31, ANALYSE/Morgan Stanley sieht bei Amazon Aktie Potenzial bis 2500 US Dollar
-2.0,{'SimplePatternNewsStrategy': ['SELL', '2018-08-31 11:56:52.179955']},Amazon.com, Inc.,AMZN,,0,0,0,,2500.0,2002.38,0.43,29.08.2018 um 17:57, WDH/ANALYSE: Morgan Stanley sieht bei Amazon Aktie Potenzial bis 2500 US Dollar
3.0,{'SimplePatternNewsStrategy': ['BUY', '2018-08-31 11:56:52.179955']},FMC Corporation,FMC,,0,0,0,,97.9,85.06,0.89,29.08.2018 um 22:58, ANALYSE FLASH: JPMorgan hebt  f�r FMC auf 97.90 �   overweight
3.0,{'SimplePatternNewsStrategy': ['BUY', '2018-08-31 11:56:52.179955']},WIRECARD,WDI,,0,0,0,,210.0,0,0.89,30.08.2018 um 07:35, ANALYSE FLASH: Berenberg hebt  f�r Wirecard auf 210 �   buy
